tick,timestamp_ms,mspt,cpu_temp_c,cpu_freq_mhz,cpu_power_w
261,1782041862207,16.041,70.0,2286.9,13.11
262,1782041862257,16.226,71.0,2499.7,14.30
263,1782041862308,17.206,71.0,2500.0,14.30
264,1782041862361,20.197,72.0,2075.2,14.84
265,1782041862412,21.131,71.0,2499.5,14.84
266,1782041862459,17.863,72.0,2499.6,16.15
267,1782041862510,18.743,71.0,2500.0,16.15
268,1782041862559,18.487,71.0,2288.0,16.68
269,1782041862609,17.912,72.0,2500.0,16.68
270,1782041862660,19.226,71.0,2499.7,16.20
271,1782041862710,18.956,71.0,2500.0,16.20
272,1782041862760,18.852,71.0,2500.0,15.06
273,1782041862810,18.971,73.0,2500.2,15.06
274,1782041862859,18.523,72.0,2500.1,21.48
275,1782041862913,22.627,72.0,2500.2,21.48
276,1782041862959,17.843,71.0,2499.7,14.43
277,1782041863006,15.248,69.0,2287.4,14.43
278,1782041863057,16.569,71.0,2500.0,13.15
279,1782041863112,21.283,71.0,2500.2,13.15
280,1782041863157,16.655,71.0,2500.0,15.43
281,1782041863207,16.280,71.0,2499.7,15.43
282,1782041863256,15.121,71.0,2287.1,15.43
283,1782041863309,18.197,71.0,2501.0,14.33
284,1782041863357,15.820,71.0,2500.1,14.33
285,1782041863408,17.564,71.0,2287.5,15.27
286,1782041863458,17.386,70.0,2499.8,13.81
287,1782041863509,18.302,72.0,2500.0,13.81
288,1782041863559,17.916,69.0,2500.0,13.55
289,1782041863610,19.702,71.0,2500.0,13.55
290,1782041863659,17.955,71.0,2287.9,16.91
291,1782041863708,17.626,71.0,2500.1,16.91
292,1782041863765,24.662,72.0,2499.8,17.48
293,1782041863812,20.741,74.0,2500.0,17.48
294,1782041863862,21.672,71.0,2500.0,17.58
295,1782041863913,22.540,72.0,2499.8,17.58
296,1782041863961,20.649,72.0,2287.6,15.83
297,1782041864007,15.952,72.0,2075.0,15.83
298,1782041864058,17.068,71.0,2075.1,15.83
299,1782041864111,20.002,71.0,2500.1,14.15
300,1782041864158,17.425,70.0,2499.2,14.15
301,1782041864207,16.107,71.0,2287.5,15.39
302,1782041864258,16.803,71.0,2500.0,15.39
303,1782041864309,18.111,72.0,2500.2,14.55
304,1782041864359,17.751,71.0,2500.0,14.55
305,1782041864410,19.078,71.0,2500.6,15.40
306,1782041864463,21.979,72.0,2500.3,15.18
307,1782041864513,22.156,72.0,2500.0,15.18
308,1782041864561,19.699,72.0,2075.5,15.18
309,1782041864610,19.341,73.0,2075.9,13.47
310,1782041864660,19.324,69.0,2074.6,13.47
311,1782041864712,21.690,72.0,2500.2,12.17
312,1782041864800,18.624,72.0,2500.0,15.12
313,1782041864822,21.971,73.0,2500.6,15.12
314,1782041864865,24.217,73.0,2499.9,20.00
315,1782041864912,21.659,72.0,2500.0,20.00
316,1782041864960,19.289,72.0,2499.4,20.00
317,1782041865010,19.401,71.0,2500.1,15.33
318,1782041865061,20.304,70.0,2287.4,15.33
319,1782041865111,20.594,70.0,2499.9,13.75
320,1782041865170,28.906,72.0,2499.5,14.87
321,1782041865212,20.766,73.0,2499.9,14.87
322,1782041865259,18.024,71.0,2287.5,14.87
323,1782041865310,19.081,71.0,2500.0,16.10
324,1782041865360,19.220,72.0,2500.0,16.10
325,1782041865408,17.551,71.0,2500.1,15.73
326,1782041865458,17.024,69.0,2499.9,15.73
327,1782041865508,17.643,70.0,2500.0,14.30
328,1782041865559,18.175,73.0,2287.9,14.30
329,1782041865608,17.325,73.0,2500.1,14.03
330,1782041865657,16.192,73.0,2074.9,14.03
331,1782041865710,18.934,75.0,2499.9,14.59
332,1782041865761,19.877,73.0,2499.9,14.59
333,1782041865812,20.975,75.0,2499.6,16.86
334,1782041865863,22.106,71.0,2499.3,16.86
335,1782041865913,21.954,73.0,2500.0,16.68
336,1782041865960,19.469,75.0,2287.5,16.68
337,1782041866010,18.731,74.0,2500.0,19.12
338,1782041866060,19.232,74.0,2499.6,19.12
339,1782041866112,21.557,75.0,2500.0,18.57
340,1782041866160,18.836,75.0,2500.1,18.57
341,1782041866210,19.089,75.0,2499.7,17.95
342,1782041866257,16.130,72.0,2287.5,17.95
343,1782041866310,18.951,74.0,2500.4,16.23
344,1782041866360,19.028,74.0,2500.4,16.23
345,1782041866418,27.494,73.0,2500.3,18.31
346,1782041866460,19.282,74.0,2499.9,18.31
347,1782041866508,17.636,74.0,2500.1,15.91
348,1782041866558,17.509,74.0,2500.1,15.91
349,1782041866609,18.587,74.0,2500.1,17.54
350,1782041866657,16.110,71.0,2075.1,17.54
351,1782041866709,18.125,72.0,2500.8,16.41
352,1782041866758,16.823,71.0,2499.9,16.41
353,1782041866812,21.195,72.0,2500.0,17.82
354,1782041866859,17.788,72.0,2499.9,17.82
355,1782041866910,19.540,73.0,2500.3,17.49
356,1782041866959,18.433,73.0,2500.0,17.49
357,1782041867008,17.151,73.0,2500.8,18.25
358,1782041867057,16.354,72.0,2500.0,18.25
359,1782041867109,18.648,72.0,2500.1,16.03
360,1782041867159,17.836,72.0,2500.1,16.03
361,1782041867207,16.405,71.0,2287.5,17.64
362,1782041867256,15.457,72.0,2500.4,17.64
363,1782041867313,22.632,73.0,2499.5,17.08
364,1782041867359,18.421,73.0,2499.3,17.08
365,1782041867411,19.893,72.0,2075.1,19.79
366,1782041867461,19.838,72.0,2499.7,19.79
367,1782041867507,15.752,72.0,2499.9,15.41
368,1782041867557,15.826,73.0,2499.7,15.41
369,1782041867607,16.412,73.0,2500.3,16.96
370,1782041867659,17.904,73.0,2500.5,16.96
371,1782041867709,18.143,73.0,2288.1,15.11
372,1782041867760,19.675,71.0,2500.9,15.11
373,1782041867810,19.187,73.0,2500.3,16.42
374,1782041867857,16.251,73.0,2500.0,16.42
375,1782041867911,20.361,71.0,2287.7,14.34
376,1782041867961,20.065,72.0,2499.8,14.34
377,1782041868010,19.251,72.0,2500.6,15.82
378,1782041868059,18.639,71.0,2499.9,15.82
379,1782041868118,27.366,72.0,2499.8,18.00
380,1782041868164,23.421,72.0,2499.9,18.00
381,1782041868210,19.442,72.0,2500.2,15.90
382,1782041868257,16.582,71.0,2498.9,15.90
383,1782041868314,22.703,71.0,2500.0,13.84
384,1782041868362,21.151,73.0,2499.4,13.84
385,1782041868417,25.998,73.0,2500.0,20.41
386,1782041868463,22.564,74.0,2500.8,20.41
387,1782041868511,20.681,73.0,2499.9,19.50
388,1782041868559,17.843,74.0,2500.3,19.50
389,1782041868614,23.174,73.0,2499.8,17.27
390,1782041868661,20.667,73.0,2500.3,17.27
391,1782041868712,20.814,73.0,2499.9,14.29
392,1782041868761,19.924,73.0,2500.7,14.29
393,1782041868812,20.951,73.0,2500.0,15.56
394,1782041868861,20.601,73.0,2500.2,15.56
395,1782041868913,21.939,73.0,2500.4,17.07
396,1782041868958,17.286,73.0,2500.1,17.07
397,1782041869011,20.237,73.0,2498.9,15.78
398,1782041869068,27.165,73.0,2499.9,15.78
399,1782041869110,19.577,72.0,2288.1,13.94
400,1782041869158,16.711,72.0,2500.0,13.94
401,1782041869286,21.022,72.0,2500.0,17.82
402,1782041869303,16.834,72.0,2500.0,17.82
403,1782041869321,17.404,72.0,2499.8,17.82
404,1782041869358,17.042,72.0,2499.9,17.82
405,1782041869412,21.414,72.0,2499.9,15.74
406,1782041869459,18.631,70.0,2500.2,15.74
407,1782041869506,15.398,69.0,2287.1,13.68
408,1782041869559,18.527,70.0,2500.3,13.68
409,1782041869610,19.612,71.0,2500.3,13.80
410,1782041869659,17.736,70.0,2499.9,13.80
411,1782041869708,17.153,71.0,2499.7,16.92
412,1782041869760,19.003,71.0,2500.0,16.92
413,1782041869808,17.350,71.0,2499.9,18.30
414,1782041869856,15.141,71.0,2500.9,18.30
415,1782041869913,22.530,73.0,2500.0,16.88
416,1782041869961,19.842,72.0,2500.0,16.88
417,1782041870009,18.032,71.0,2500.5,19.86
418,1782041870064,22.881,72.0,2287.6,19.86
419,1782041870111,20.140,72.0,2500.0,18.29
420,1782041870160,18.754,71.0,2500.0,18.29
421,1782041870206,15.120,71.0,2499.9,18.13
422,1782041870257,16.408,70.0,2499.4,18.13
423,1782041870308,17.475,71.0,2500.1,16.21
424,1782041870358,16.724,72.0,2499.9,16.21
425,1782041870409,18.655,72.0,2501.5,14.77
426,1782041870459,17.993,72.0,2499.9,14.77
427,1782041870508,17.601,72.0,2499.7,15.22
428,1782041870555,14.673,72.0,2499.6,15.22
429,1782041870607,16.415,73.0,2500.2,14.53
430,1782041870656,15.331,72.0,2500.1,14.53
431,1782041870706,14.717,71.0,2499.9,14.47
432,1782041870757,15.740,71.0,2500.0,14.47
433,1782041870813,22.125,72.0,2500.0,12.70
434,1782041870858,17.327,73.0,2500.0,12.70
435,1782041870908,17.294,72.0,2500.1,14.86
436,1782041870961,19.766,73.0,2499.9,14.86
437,1782041871081,17.235,72.0,2500.0,15.68
438,1782041871099,18.421,72.0,2500.0,20.35
439,1782041871117,17.045,73.0,2500.0,20.35
440,1782041871157,15.839,73.0,2500.7,20.35
441,1782041871206,14.936,72.0,2075.4,17.15
442,1782041871258,17.158,71.0,2075.7,17.15
443,1782041871307,16.658,70.0,2287.5,12.13
444,1782041871356,15.678,72.0,2499.9,12.13
445,1782041871410,19.460,72.0,2500.8,13.94
446,1782041871458,16.742,72.0,2499.9,13.94
447,1782041871506,15.157,72.0,2500.6,15.51
448,1782041871557,16.577,72.0,2500.1,15.51
449,1782041871606,15.562,72.0,2500.4,15.01
450,1782041871656,15.215,72.0,2288.0,15.01
451,1782041871707,16.229,71.0,2501.4,14.46
452,1782041871756,14.747,72.0,2499.9,14.46
453,1782041871808,17.327,72.0,2500.7,12.91
454,1782041871858,16.750,71.0,2499.9,12.91
455,1782041871909,18.272,71.0,2500.0,13.56
456,1782041871959,17.882,71.0,2500.0,13.56
457,1782041872008,17.105,72.0,2499.7,16.38
458,1782041872057,15.838,72.0,2500.5,16.38
459,1782041872108,17.331,72.0,2500.4,15.05
460,1782041872156,15.166,72.0,2500.1,15.05
461,1782041872207,16.255,72.0,2500.9,15.26
462,1782041872256,15.285,71.0,1862.4,15.26
463,1782041872306,15.680,72.0,2500.1,12.82
464,1782041872356,15.663,71.0,2500.0,12.82
465,1782041872406,15.465,71.0,2499.7,13.24
466,1782041872459,18.029,72.0,2500.2,13.24
467,1782041872509,18.566,72.0,2500.1,16.79
468,1782041872557,16.443,72.0,2500.0,16.79
469,1782041872607,15.933,72.0,2500.0,17.68
470,1782041872657,16.350,72.0,2287.2,17.68
471,1782041872705,14.318,69.0,2074.3,14.21
472,1782041872758,17.384,70.0,2287.5,14.21
473,1782041872811,20.321,71.0,2499.9,14.74
474,1782041872856,15.119,70.0,2500.4,14.74
475,1782041872907,16.628,70.0,2500.2,15.10
476,1782041872956,15.639,71.0,2500.3,15.10
477,1782041873007,16.508,71.0,2500.8,16.53
478,1782041873055,14.166,70.0,2500.6,16.53
479,1782041873107,16.541,70.0,2499.5,14.04
480,1782041873156,15.360,70.0,2500.0,14.04
481,1782041873207,16.622,70.0,2500.0,15.15
482,1782041873259,18.564,71.0,2499.8,15.15
483,1782041873309,18.561,71.0,2500.4,16.36
484,1782041873357,16.339,71.0,2500.1,16.36
485,1782041873408,16.775,71.0,2500.0,17.99
486,1782041873460,18.746,72.0,2500.0,17.99
487,1782041873506,14.840,73.0,2499.5,16.11
488,1782041873555,14.136,73.0,2499.8,16.11
489,1782041873606,15.267,73.0,2499.8,14.54
490,1782041873656,15.647,73.0,2500.0,14.54
491,1782041873708,17.111,73.0,2500.6,14.96
492,1782041873755,13.959,73.0,2500.0,14.96
493,1782041873807,15.986,71.0,2499.8,14.91
494,1782041873855,14.051,73.0,2500.8,14.91
495,1782041873906,15.540,73.0,2500.1,14.13
496,1782041873959,18.579,73.0,2500.0,14.13
497,1782041874007,16.626,73.0,2500.0,14.69
498,1782041874059,18.222,73.0,2500.4,14.69
499,1782041874107,16.416,73.0,2500.4,16.97
500,1782041874156,15.616,73.0,2500.0,16.97
501,1782041874208,16.958,73.0,2499.8,14.47
502,1782041874255,14.363,73.0,2075.0,14.47
503,1782041874307,16.430,73.0,2499.7,13.15
504,1782041874355,13.931,73.0,2287.2,13.15
505,1782041874405,14.220,73.0,2074.9,13.15
506,1782041874457,15.726,73.0,2499.9,15.67
507,1782041874507,16.038,70.0,2499.9,15.67
508,1782041874555,14.391,70.0,2288.0,15.04
509,1782041874607,16.339,71.0,2500.1,15.04
510,1782041874657,15.896,72.0,2287.7,16.54
511,1782041874706,14.770,72.0,2499.9,16.54
512,1782041874758,16.845,74.0,2288.1,14.41
513,1782041874809,18.058,74.0,2500.2,14.41
514,1782041874861,19.902,75.0,2501.2,14.55
515,1782041874907,16.393,73.0,2499.9,14.55
516,1782041874955,14.621,73.0,2501.1,14.53
517,1782041875007,15.748,71.0,2499.8,14.53
518,1782041875057,16.542,72.0,2499.5,14.39
519,1782041875109,17.846,70.0,2499.8,14.39
520,1782041875156,15.317,72.0,2499.8,14.94
521,1782041875205,14.175,71.0,2500.3,14.94
522,1782041875255,13.952,71.0,2500.6,16.98
523,1782041875307,15.956,71.0,2499.7,16.98
524,1782041875355,14.339,71.0,2500.1,15.54
525,1782041875406,15.357,71.0,2500.0,15.54
526,1782041875457,16.227,69.0,2499.4,14.59
527,1782041875507,16.431,71.0,2500.5,14.59
528,1782041875555,14.579,71.0,2287.6,13.60
529,1782041875606,14.809,71.0,2499.9,13.60
530,1782041875656,15.460,72.0,2499.4,14.85
531,1782041875708,16.935,72.0,2500.2,14.85
532,1782041875755,13.922,71.0,2288.4,14.98
533,1782041875809,17.850,71.0,2500.0,14.98
534,1782041875857,16.477,70.0,2500.2,15.60
535,1782041875909,18.553,71.0,2499.3,15.60
536,1782041875957,15.907,73.0,2500.1,15.17
537,1782041876007,15.956,73.0,2500.0,15.17
538,1782041876057,16.030,73.0,2500.3,19.52
539,1782041876109,17.890,73.0,2500.3,19.52
540,1782041876157,16.535,73.0,2500.3,18.03
541,1782041876205,13.943,73.0,2288.8,18.03
542,1782041876255,14.675,73.0,2500.0,15.34
543,1782041876308,16.726,73.0,2500.1,15.34
544,1782041876356,15.528,73.0,2500.6,13.21
545,1782041876405,14.175,74.0,2500.1,13.21
546,1782041876458,16.869,74.0,2500.0,14.53
547,1782041876506,14.827,73.0,2287.5,14.53
548,1782041876555,13.820,73.0,2287.5,16.04
549,1782041876605,14.271,74.0,2500.3,16.04
550,1782041876656,14.697,71.0,2499.5,14.03
551,1782041876705,14.595,70.0,2287.5,14.03
552,1782041876756,14.922,69.0,2500.0,13.75
553,1782041876807,16.196,71.0,2499.8,13.75
554,1782041876855,14.599,71.0,2500.1,13.37
555,1782041876908,17.477,71.0,2287.6,13.37
556,1782041876956,15.498,71.0,2499.8,15.29
