tick,timestamp_ms,mspt,cpu_temp_c,cpu_freq_mhz,cpu_power_w
108,1782044222451,10.431,83.0,2800.0,18.88
109,1782044222503,11.812,82.0,2800.2,18.88
110,1782044222551,10.023,84.0,2801.0,19.89
111,1782044222606,15.143,85.0,2799.5,19.89
112,1782044222651,10.298,85.0,2800.0,21.93
113,1782044222702,10.952,85.0,2800.2,21.93
114,1782044222751,10.519,85.0,2799.8,18.24
115,1782044222802,11.304,85.0,2549.6,18.24
116,1782044222854,12.884,86.0,2800.0,18.73
117,1782044222901,9.731,83.0,2550.0,18.73
118,1782044222952,11.028,82.0,2300.1,16.62
119,1782044223003,11.852,85.0,2800.0,16.62
120,1782044223052,10.950,85.0,2799.9,18.92
121,1782044223103,11.784,85.0,2800.0,18.92
122,1782044223151,10.586,85.0,2800.0,18.58
123,1782044223205,13.862,85.0,2800.0,18.58
124,1782044223253,12.244,85.0,2800.2,20.50
125,1782044223305,14.488,86.0,2800.0,20.50
126,1782044223354,13.587,83.0,2800.0,23.60
127,1782044223403,12.674,85.0,2800.0,23.60
128,1782044223452,11.351,86.0,2800.0,25.03
129,1782044223507,15.703,86.0,2800.0,25.03
130,1782044223551,10.388,86.0,2800.0,21.15
131,1782044223605,14.294,85.0,2800.0,21.15
132,1782044223651,10.466,85.0,2800.7,19.09
133,1782044223702,11.481,85.0,2801.0,19.09
134,1782044223756,12.747,85.0,2799.9,17.74
135,1782044223801,10.497,83.0,2800.5,17.74
136,1782044223853,12.200,82.0,2800.6,15.08
137,1782044223905,13.766,85.0,2800.0,15.08
138,1782044223953,12.008,84.0,2800.0,19.15
139,1782044224002,11.604,84.0,2549.5,19.15
140,1782044224053,11.810,84.0,2800.2,19.15
141,1782044224101,10.094,84.0,2550.0,18.38
142,1782044224151,10.616,84.0,2799.7,18.38
143,1782044224202,11.686,82.0,2799.9,17.64
144,1782044224253,12.583,83.0,2299.6,17.64
145,1782044224301,10.161,82.0,2550.1,16.73
146,1782044224351,10.216,83.0,2799.9,16.73
147,1782044224402,11.039,84.0,2550.0,17.35
148,1782044224451,10.419,84.0,2050.1,17.35
149,1782044224505,13.721,84.0,2800.0,17.99
150,1782044224553,12.307,85.0,2800.0,17.99
151,1782044224603,12.581,85.0,2799.9,20.74
152,1782044224651,9.720,83.0,2800.3,20.74
153,1782044224703,11.907,83.0,2800.0,18.24
154,1782044224753,12.012,84.0,2300.7,18.24
155,1782044224803,12.700,84.0,2799.9,16.69
156,1782044224853,12.480,84.0,2549.3,16.69
157,1782044224902,11.533,85.0,2799.5,18.43
158,1782044224953,12.081,85.0,2550.0,18.43
159,1782044225005,13.703,84.0,2800.0,19.63
160,1782044225053,11.709,84.0,2300.1,19.63
161,1782044225103,11.963,83.0,2300.0,17.09
162,1782044225151,10.621,84.0,2550.0,17.09
163,1782044225203,11.899,84.0,2800.0,17.83
164,1782044225255,14.403,85.0,2800.0,17.83
165,1782044225302,11.213,85.0,2550.2,20.16
166,1782044225352,11.290,84.0,2800.0,20.16
167,1782044225403,12.144,85.0,2800.1,21.68
168,1782044225451,10.311,83.0,1800.0,21.68
169,1782044225503,11.755,82.0,2800.0,17.99
170,1782044225553,12.019,84.0,2050.3,17.99
171,1782044225606,15.289,84.0,2799.9,16.22
172,1782044225653,11.929,84.0,2550.1,16.22
173,1782044225703,12.365,84.0,2550.1,18.31
174,1782044225753,12.193,85.0,2550.0,18.31
175,1782044225802,11.334,85.0,2799.7,18.43
176,1782044225852,11.217,84.0,2299.8,18.43
177,1782044225902,11.352,82.0,2800.0,19.21
178,1782044225955,14.099,84.0,2800.0,19.21
179,1782044226002,10.855,84.0,2799.5,17.26
180,1782044226051,10.666,84.0,2800.0,17.26
181,1782044226101,10.207,84.0,2799.9,18.25
182,1782044226153,12.504,84.0,2801.0,18.25
183,1782044226205,14.014,85.0,2799.7,18.09
184,1782044226253,12.339,85.0,2800.0,18.09
185,1782044226303,11.837,84.0,2800.8,20.47
186,1782044226351,10.464,83.0,2549.6,20.47
187,1782044226404,12.746,84.0,2800.0,16.80
188,1782044226452,11.573,84.0,2801.2,16.80
189,1782044226503,11.869,85.0,2800.2,19.67
190,1782044226552,11.122,85.0,2800.1,19.67
191,1782044226604,13.022,85.0,2800.0,20.23
192,1782044226652,10.948,86.0,2800.0,20.23
193,1782044226702,11.280,84.0,2800.6,21.62
194,1782044226752,10.966,84.0,2050.0,21.62
195,1782044226801,10.213,84.0,2800.2,16.91
196,1782044226852,11.007,85.0,2799.4,16.91
197,1782044226903,11.814,85.0,2800.0,18.42
198,1782044226952,11.014,85.0,2550.5,18.42
199,1782044227002,10.849,85.0,2799.9,19.56
200,1782044227051,10.569,85.0,2800.3,19.56
201,1782044227101,10.593,85.0,2550.0,17.99
202,1782044227154,12.943,85.0,2800.0,17.99
203,1782044227204,12.755,84.0,2550.8,17.87
204,1782044227262,13.566,86.0,2800.0,17.87
205,1782044227304,12.795,85.0,2800.0,17.79
206,1782044227351,10.243,85.0,2550.7,17.79
207,1782044227404,12.796,85.0,2799.9,19.21
208,1782044227452,10.777,85.0,2800.3,19.21
209,1782044227503,11.990,86.0,2799.6,20.64
210,1782044227552,10.809,85.0,2550.0,20.64
211,1782044227605,14.161,85.0,2550.2,20.66
212,1782044227651,10.508,82.0,2800.3,20.66
213,1782044227703,12.238,85.0,2549.5,18.47
214,1782044227753,12.247,85.0,2300.0,18.47
215,1782044227802,11.283,85.0,2799.8,17.81
216,1782044227851,10.684,85.0,2800.1,17.81
217,1782044227904,13.294,86.0,2800.0,18.92
218,1782044227952,11.553,85.0,2800.0,18.92
219,1782044228003,11.703,82.0,2800.6,19.21
220,1782044228051,10.176,80.0,2300.4,19.21
221,1782044228103,12.473,82.0,2800.0,15.43
222,1782044228152,10.772,82.0,2800.0,15.43
223,1782044228204,13.097,83.0,2800.0,18.53
224,1782044228253,12.125,83.0,2550.0,18.53
225,1782044228303,12.031,84.0,2800.3,19.43
226,1782044228351,10.315,84.0,2550.4,19.43
227,1782044228401,10.552,82.0,2300.1,18.93
228,1782044228453,12.081,79.0,2800.1,18.93
229,1782044228502,11.230,83.0,2800.0,16.20
230,1782044228553,12.342,84.0,2800.0,16.20
231,1782044228604,12.919,85.0,2800.3,21.45
232,1782044228652,11.444,84.0,2800.0,21.45
233,1782044228704,12.796,85.0,2799.7,20.85
234,1782044228753,12.492,84.0,2550.1,20.85
235,1782044228803,11.705,82.0,2799.9,19.86
236,1782044228852,10.846,84.0,2550.0,19.86
237,1782044228903,12.446,86.0,2800.0,22.98
238,1782044228954,13.220,86.0,2800.6,22.98
239,1782044229003,11.747,86.0,2800.4,24.57
240,1782044229052,11.274,86.0,2800.0,24.57
241,1782044229103,12.488,87.0,2799.8,25.63
242,1782044229155,14.191,86.0,2800.0,25.63
243,1782044229203,12.531,87.0,2799.8,27.43
244,1782044229253,12.009,86.0,2549.9,27.43
245,1782044229302,11.666,86.0,2799.9,18.04
246,1782044229351,10.192,86.0,2550.0,18.04
247,1782044229402,10.742,86.0,2800.0,17.77
248,1782044229452,11.507,86.0,2800.2,17.77
249,1782044229503,11.883,86.0,2800.4,18.53
250,1782044229552,11.282,86.0,2550.1,18.53
251,1782044229605,14.471,86.0,2800.7,17.78
252,1782044229651,10.681,83.0,2550.8,17.78
253,1782044229702,10.954,82.0,2800.1,17.53
254,1782044229753,11.760,86.0,2799.9,17.53
255,1782044229802,11.612,86.0,2800.8,16.45
256,1782044229852,10.981,86.0,2800.2,16.45
257,1782044229903,11.781,86.0,2800.0,19.24
258,1782044229952,11.359,86.0,2800.0,19.24
259,1782044230004,13.518,86.0,2799.9,18.50
260,1782044230052,10.786,86.0,2799.9,18.50
261,1782044230102,10.822,85.0,2800.0,19.89
262,1782044230153,12.484,83.0,2800.5,19.89
263,1782044230204,13.456,86.0,2800.1,15.81
264,1782044230253,12.044,86.0,2800.0,15.81
265,1782044230304,12.981,86.0,2800.7,19.71
266,1782044230351,10.522,86.0,2299.2,19.71
267,1782044230402,10.938,86.0,2549.9,18.34
268,1782044230453,11.955,86.0,2799.8,18.34
269,1782044230503,11.853,86.0,2800.3,18.60
270,1782044230551,10.308,85.0,1550.1,18.60
271,1782044230604,12.753,84.0,2800.2,14.87
272,1782044230652,10.990,85.0,2550.0,14.87
273,1782044230704,13.402,86.0,2550.1,18.78
274,1782044230751,10.020,85.0,2549.8,18.78
275,1782044230803,12.650,85.0,2550.3,17.86
276,1782044230852,11.331,86.0,2800.0,17.86
277,1782044230904,13.537,86.0,2800.0,19.01
278,1782044230952,10.744,82.0,2799.9,19.01
279,1782044231004,13.004,80.0,2300.2,18.34
280,1782044231051,10.344,85.0,2799.4,18.34
281,1782044231179,14.099,86.0,2799.9,18.23
282,1782044231191,11.397,86.0,2800.0,21.62
283,1782044231204,12.747,86.0,2800.0,21.62
284,1782044231254,13.673,86.0,2800.0,21.62
285,1782044231312,21.490,86.0,2801.1,20.80
286,1782044231354,12.895,86.0,2800.3,20.80
287,1782044231401,10.504,86.0,2799.7,23.83
288,1782044231452,11.267,80.0,2300.3,23.83
289,1782044231502,10.857,85.0,2800.0,15.35
290,1782044231553,12.456,86.0,2800.0,15.35
291,1782044231604,13.574,86.0,2800.4,18.41
292,1782044231653,12.499,86.0,2799.8,18.41
293,1782044231703,11.859,86.0,2800.1,20.92
294,1782044231752,11.286,86.0,2800.8,20.92
295,1782044231802,10.858,86.0,2799.7,18.63
296,1782044231851,10.627,85.0,2800.0,18.63
297,1782044231903,11.767,82.0,2800.0,18.03
298,1782044231954,13.502,84.0,2799.9,18.03
299,1782044232002,11.497,86.0,2800.0,17.96
300,1782044232052,11.571,86.0,2800.0,17.96
301,1782044232103,12.440,86.0,2800.0,18.40
302,1782044232153,12.294,86.0,2800.0,18.40
303,1782044232203,12.371,87.0,2799.9,18.64
304,1782044232253,12.246,87.0,2800.0,18.64
305,1782044232302,11.625,86.0,2800.6,19.30
306,1782044232352,10.799,82.0,2799.9,19.30
307,1782044232402,11.222,86.0,2800.2,19.62
308,1782044232451,10.637,88.0,2800.9,19.62
309,1782044232501,10.665,87.0,2800.0,20.71
310,1782044232553,12.082,88.0,2800.3,20.71
311,1782044232604,12.745,88.0,2799.2,20.70
312,1782044232655,14.151,88.0,2800.1,20.70
313,1782044232727,11.555,86.0,2299.8,21.13
314,1782044232753,12.659,84.0,2300.0,21.13
315,1782044232803,11.841,87.0,2799.9,17.01
316,1782044232852,11.586,87.0,2800.2,17.01
317,1782044232903,12.138,87.0,2800.0,20.80
318,1782044232953,12.568,86.0,2550.0,20.80
319,1782044233003,11.979,86.0,2550.6,18.94
320,1782044233051,10.512,86.0,2050.0,18.94
321,1782044233101,10.421,85.0,2299.8,17.02
322,1782044233151,10.365,84.0,2050.1,17.02
323,1782044233206,15.580,86.0,2800.0,16.39
324,1782044233253,11.949,86.0,2800.1,16.39
325,1782044233304,13.225,87.0,2800.3,20.55
326,1782044233351,10.533,86.0,2549.9,20.55
327,1782044233402,11.476,86.0,2550.0,18.66
328,1782044233451,10.436,86.0,2800.0,18.66
329,1782044233502,10.918,86.0,2050.7,17.28
330,1782044233551,10.691,85.0,2799.9,17.28
331,1782044233602,11.068,86.0,2550.1,16.33
332,1782044233652,10.762,86.0,2800.0,16.33
333,1782044233704,13.256,88.0,2800.0,19.69
334,1782044233754,11.730,87.0,2800.7,19.69
335,1782044233802,11.103,87.0,2799.9,22.47
336,1782044233853,12.174,87.0,2800.8,22.47
337,1782044233903,12.075,84.0,2800.0,19.99
338,1782044233952,11.390,86.0,2800.0,19.99
339,1782044234005,12.859,86.0,2798.9,17.55
340,1782044234051,10.511,86.0,2800.1,17.55
341,1782044234101,10.385,86.0,2550.1,18.21
342,1782044234154,12.997,87.0,2800.6,18.21
343,1782044234203,11.980,87.0,2799.9,17.95
344,1782044234253,11.977,86.0,2800.0,17.95
345,1782044234302,11.418,87.0,2799.9,19.58
346,1782044234353,12.679,84.0,2800.8,19.58
347,1782044234402,11.406,82.0,2550.1,16.49
348,1782044234452,11.169,86.0,2799.8,16.49
349,1782044234503,12.447,86.0,2300.5,17.53
350,1782044234551,10.057,86.0,2800.0,17.53
351,1782044234602,11.564,86.0,2799.9,17.84
352,1782044234651,10.444,87.0,2800.1,17.84
353,1782044234703,12.312,86.0,2799.9,18.38
354,1782044234752,11.338,87.0,2549.7,18.38
355,1782044234803,12.074,87.0,2550.3,17.09
356,1782044234852,11.144,88.0,2550.1,17.09
357,1782044234903,11.819,83.0,2800.0,15.91
358,1782044234952,11.514,84.0,2550.6,15.91
359,1782044235003,11.987,84.0,2299.9,18.64
360,1782044235051,10.200,85.0,2799.6,18.64
361,1782044235103,12.211,85.0,2799.2,18.22
362,1782044235153,12.419,85.0,2799.7,18.22
363,1782044235203,12.004,85.0,2800.0,18.70
364,1782044235252,10.914,84.0,2800.7,18.70
365,1782044235304,13.605,85.0,2800.4,19.27
366,1782044235352,10.838,85.0,2549.9,19.27
367,1782044235402,11.572,85.0,2799.8,18.26
368,1782044235452,10.906,85.0,2799.7,18.26
369,1782044235502,10.755,85.0,2799.8,18.43
370,1782044235552,11.395,85.0,2549.4,18.43
371,1782044235602,11.637,85.0,2799.4,18.37
372,1782044235651,10.457,84.0,2299.9,18.37
373,1782044235701,10.117,84.0,2300.4,15.93
374,1782044235752,11.032,84.0,2800.7,15.93
375,1782044235835,10.819,85.0,2800.0,18.31
376,1782044235851,10.331,85.0,2800.3,18.31
377,1782044235903,12.594,86.0,2800.0,20.59
378,1782044235952,10.852,85.0,2800.0,20.59
379,1782044236003,12.178,85.0,2800.0,19.24
380,1782044236051,9.749,85.0,2800.1,19.24
381,1782044236106,14.974,83.0,2299.7,17.07
382,1782044236152,11.057,84.0,2299.9,17.07
383,1782044236202,11.563,84.0,2549.9,15.80
384,1782044236253,12.666,85.0,2800.0,15.80
385,1782044236301,10.565,86.0,2799.6,15.80
386,1782044236351,9.836,85.0,2799.8,20.15
387,1782044236401,10.040,85.0,2299.9,20.15
388,1782044236451,9.879,85.0,2800.0,18.29
389,1782044236501,9.818,85.0,2800.4,18.29
390,1782044236551,10.223,84.0,2050.3,18.30
391,1782044236601,10.042,84.0,2549.8,18.30
392,1782044236651,10.287,85.0,2800.1,16.02
393,1782044236703,12.188,85.0,2550.0,16.02
394,1782044236751,10.296,85.0,2549.1,17.86
395,1782044236802,11.443,85.0,2550.4,17.86
396,1782044236851,10.059,85.0,2549.9,18.33
397,1782044236904,13.052,85.0,2800.0,18.33
398,1782044236952,11.320,84.0,2049.7,19.41
399,1782044237003,11.894,84.0,2800.0,19.41
400,1782044237051,10.516,85.0,2799.4,16.40
401,1782044237100,9.669,85.0,2550.0,16.40
402,1782044237150,9.687,85.0,2800.4,18.51
403,1782044237203,12.020,85.0,2800.0,18.51
404,1782044237251,10.196,86.0,2800.2,19.61
405,1782044237301,10.665,85.0,2800.0,19.61
406,1782044237351,10.568,84.0,2550.7,20.11
407,1782044237402,11.007,84.0,2799.8,20.11
408,1782044237451,10.355,85.0,2800.0,16.17
409,1782044237501,9.731,86.0,2800.0,16.17
410,1782044237552,10.844,85.0,2799.8,19.28
411,1782044237626,35.551,88.0,2800.0,21.86
412,1782044237654,13.557,87.0,2800.3,21.86
413,1782044237700,9.664,85.0,2800.5,21.86
414,1782044237751,9.817,83.0,2550.0,22.03
415,1782044237800,9.155,85.0,2550.0,22.03
416,1782044237850,9.556,85.0,2549.8,16.81
417,1782044237902,10.840,85.0,2800.0,16.81
418,1782044237952,11.409,87.0,2801.1,19.63
419,1782044238003,11.943,86.0,2549.7,19.63
420,1782044238050,9.222,85.0,2299.9,18.45
421,1782044238100,9.317,84.0,2549.9,18.45
422,1782044238150,9.180,84.0,2300.3,16.63
423,1782044238201,10.124,84.0,2800.4,16.63
424,1782044238251,10.374,85.0,2799.6,16.56
425,1782044238301,10.439,86.0,2800.0,16.56
426,1782044238350,9.098,86.0,2550.1,21.05
427,1782044238404,12.741,85.0,2800.7,21.05
428,1782044238451,10.526,85.0,2800.1,18.45
429,1782044238500,9.356,84.0,2300.4,18.45
430,1782044238552,10.850,82.0,2300.0,17.43
431,1782044238601,10.670,85.0,2799.7,17.43
432,1782044238654,13.582,85.0,2800.2,17.34
433,1782044238702,10.727,85.0,2800.0,17.34
434,1782044238750,9.696,85.0,2300.0,17.50
435,1782044238801,10.059,85.0,2800.2,17.50
436,1782044238851,9.961,85.0,2800.0,18.57
437,1782044238902,10.813,86.0,2800.0,18.57
438,1782044238951,9.886,85.0,2800.6,22.81
439,1782044239002,11.597,85.0,2799.8,22.81
440,1782044239051,10.321,85.0,2800.8,17.58
441,1782044239100,9.068,85.0,2550.1,17.58
442,1782044239150,9.415,85.0,2799.4,17.65
443,1782044239203,12.610,85.0,2800.1,17.65
444,1782044239251,10.250,85.0,2800.6,19.38
445,1782044239301,10.378,86.0,2800.0,19.38
446,1782044239351,9.952,84.0,2550.4,19.64
447,1782044239401,10.000,84.0,2800.0,19.64
448,1782044239451,9.998,85.0,2800.7,15.51
449,1782044239500,9.211,85.0,2800.2,15.51
450,1782044239550,9.636,85.0,2800.3,18.26
451,1782044239600,9.545,85.0,2550.1,18.26
452,1782044239653,12.214,85.0,2550.2,17.94
453,1782044239701,9.708,85.0,2800.0,17.94
454,1782044239750,8.811,85.0,2549.9,16.90
455,1782044239800,9.692,85.0,2050.0,16.90
456,1782044239851,9.905,84.0,2549.8,15.40
457,1782044239901,9.778,85.0,2800.0,15.40
458,1782044239950,9.118,85.0,2800.0,18.29
459,1782044240001,10.274,85.0,2550.0,18.29
460,1782044240050,8.738,85.0,2550.0,17.86
461,1782044240101,10.086,85.0,2300.0,17.86
462,1782044240152,11.524,85.0,2800.2,18.13
463,1782044240202,11.051,85.0,2800.1,18.13
464,1782044240251,10.397,84.0,2800.0,18.25
465,1782044240301,9.712,85.0,2800.0,18.25
466,1782044240351,9.984,85.0,2050.5,18.33
467,1782044240400,8.913,85.0,2299.2,18.33
468,1782044240452,10.723,85.0,2800.3,17.91
469,1782044240500,9.354,85.0,2799.4,17.91
470,1782044240550,9.661,85.0,2550.3,18.10
471,1782044240600,9.320,85.0,2550.0,18.10
472,1782044240653,12.531,84.0,2800.0,18.58
473,1782044240702,10.953,82.0,2800.2,18.58
474,1782044240751,10.106,84.0,2800.1,17.71
475,1782044240802,11.432,84.0,2300.0,17.71
476,1782044240850,9.106,84.0,2300.5,17.62
477,1782044240903,12.327,85.0,2800.0,17.62
478,1782044241006,10.140,85.0,2800.0,19.96
479,1782044241018,11.724,85.0,2800.0,19.96
480,1782044241049,7.985,84.0,1800.0,21.08
481,1782044241099,8.491,84.0,2299.6,21.08
482,1782044241151,10.146,84.0,2800.1,15.37
483,1782044241201,10.679,84.0,2550.5,15.37
484,1782044241250,9.108,85.0,2800.0,18.14
485,1782044241305,14.194,85.0,2800.0,18.14
486,1782044241355,13.977,84.0,2800.0,19.01
487,1782044241405,14.160,85.0,2799.7,19.01
488,1782044241453,12.445,84.0,2800.7,18.65
489,1782044241505,14.345,82.0,2799.8,18.65
490,1782044241559,17.743,85.0,2800.1,15.66
491,1782044241608,17.035,85.0,2800.0,15.66
492,1782044241659,18.531,86.0,2550.1,17.69
493,1782044241705,14.530,86.0,2550.4,17.69
494,1782044241755,14.425,86.0,2801.7,17.26
495,1782044241805,14.016,86.0,2800.1,17.26
496,1782044241854,12.795,85.0,2550.1,18.11
497,1782044241908,17.335,86.0,2799.7,18.11
498,1782044241955,14.680,84.0,2300.0,16.86
499,1782044242003,12.120,85.0,2550.2,16.86
500,1782044242053,11.884,84.0,2549.9,16.10
501,1782044242101,10.035,84.0,2550.3,16.10
502,1782044242153,11.847,85.0,2799.9,17.89
503,1782044242203,12.124,85.0,2800.1,17.89
504,1782044242252,11.165,85.0,2800.1,18.87
505,1782044242301,10.526,85.0,2799.6,18.87
506,1782044242353,12.094,84.0,2300.0,19.66
507,1782044242401,10.246,85.0,2300.0,19.66
508,1782044242453,11.917,82.0,2549.4,15.55
509,1782044242503,12.401,85.0,2800.0,15.55
510,1782044242553,12.022,85.0,2800.7,18.35
511,1782044242602,11.291,86.0,2800.1,18.35
512,1782044242656,15.370,86.0,2800.0,21.86
513,1782044242704,13.069,86.0,2300.1,21.86
514,1782044242752,11.087,85.0,2550.1,18.87
515,1782044242804,13.294,86.0,2549.8,18.87
516,1782044242851,10.230,84.0,2300.0,17.39
517,1782044242902,11.538,85.0,2800.0,17.39
518,1782044242951,10.069,82.0,2549.4,17.06
519,1782044243004,13.377,85.0,2800.3,17.06
520,1782044243052,11.369,85.0,2549.1,16.90
521,1782044243102,10.891,85.0,2799.9,16.90
522,1782044243153,11.843,85.0,2799.9,18.72
523,1782044243204,12.864,85.0,2800.0,18.72
524,1782044243253,12.075,85.0,2800.6,19.09
525,1782044243303,11.802,86.0,2800.2,19.09
526,1782044243351,10.434,84.0,2300.0,19.41
527,1782044243402,11.070,85.0,2550.2,19.41
528,1782044243453,12.145,81.0,2800.2,15.70
529,1782044243502,11.610,84.0,2550.6,15.70
530,1782044243552,11.336,84.0,2550.6,16.84
531,1782044243602,11.455,85.0,2798.9,16.84
532,1782044243656,14.748,85.0,2800.0,18.97
533,1782044243703,11.793,85.0,2800.1,18.97
534,1782044243752,11.526,85.0,2800.4,18.60
535,1782044243803,12.080,85.0,2798.9,18.60
536,1782044243852,11.513,84.0,2550.7,18.80
537,1782044243902,11.587,84.0,2549.9,18.80
538,1782044243953,12.154,85.0,2800.0,17.55
539,1782044244005,14.037,85.0,2799.5,17.55
540,1782044244054,12.956,83.0,2800.4,20.76
541,1782044244104,13.379,84.0,2800.0,20.76
542,1782044244198,13.175,84.0,2799.9,18.36
543,1782044244214,15.701,84.0,2799.8,18.36
544,1782044244255,14.208,84.0,2800.8,20.06
545,1782044244303,11.849,84.0,2800.1,20.06
546,1782044244354,12.891,84.0,2799.8,20.87
547,1782044244402,11.472,81.0,2801.7,20.87
548,1782044244451,10.666,83.0,2300.6,17.57
549,1782044244503,12.607,84.0,2800.1,17.57
550,1782044244553,12.225,84.0,2550.5,17.05
551,1782044244602,11.242,85.0,2799.8,17.05
552,1782044244654,12.804,85.0,2799.8,19.68
553,1782044244703,12.162,85.0,2801.4,19.68
554,1782044244752,10.716,85.0,2800.0,18.11
555,1782044244805,13.804,84.0,2300.1,18.11
556,1782044244853,11.938,85.0,2800.9,16.82
