tick,timestamp_ms,mspt,cpu_temp_c,cpu_freq_mhz,cpu_power_w
40,1782045226812,20.923,82.0,2800.5,17.64
41,1782045226862,20.779,84.0,2800.0,17.64
42,1782045226911,20.314,84.0,2800.7,20.35
43,1782045226962,21.402,84.0,2799.5,20.35
44,1782045227013,21.825,84.0,2800.1,20.88
45,1782045227064,23.230,84.0,2800.0,20.88
46,1782045227118,27.464,85.0,2798.8,21.02
47,1782045227163,22.038,85.0,2800.4,21.02
48,1782045227212,21.096,82.0,2799.6,16.80
49,1782045227268,26.878,82.0,2801.1,16.80
50,1782045227314,22.783,83.0,2800.0,22.32
51,1782045227363,22.134,86.0,2799.2,22.32
52,1782045227413,22.071,86.0,2799.7,25.50
53,1782045227463,22.372,84.0,2800.1,25.50
54,1782045227512,21.496,84.0,2800.0,22.49
55,1782045227566,24.790,86.0,2800.0,22.49
56,1782045227614,23.112,86.0,2800.3,26.95
57,1782045227663,22.106,84.0,2800.4,26.95
58,1782045227715,23.954,83.0,2800.1,22.64
59,1782045227761,20.450,84.0,2800.3,22.64
60,1782045227813,22.138,84.0,2799.9,23.64
61,1782045227860,19.465,85.0,2801.2,23.64
62,1782045227912,21.226,85.0,2800.0,22.69
63,1782045227967,26.362,85.0,2800.5,22.69
64,1782045228020,29.544,87.0,2800.0,27.91
65,1782045228065,24.569,85.0,2800.3,27.91
66,1782045228113,22.183,84.0,2800.3,23.87
67,1782045228162,21.390,85.0,2800.0,23.87
68,1782045228212,21.335,83.0,2799.7,18.35
69,1782045228262,20.935,83.0,2800.6,18.35
70,1782045228312,21.466,84.0,2800.4,21.26
71,1782045228361,20.198,83.0,2799.9,21.26
72,1782045228414,22.791,83.0,2800.0,21.84
73,1782045228463,22.321,84.0,2800.0,21.84
74,1782045228511,19.784,84.0,2800.0,21.84
75,1782045228562,21.261,84.0,2799.9,21.83
76,1782045228612,21.211,82.0,2799.7,21.83
77,1782045228662,21.220,81.0,2799.8,19.53
78,1782045228711,20.632,83.0,2800.1,19.53
79,1782045228761,19.828,83.0,2800.1,19.17
80,1782045228812,21.664,84.0,2800.1,19.17
81,1782045228861,20.295,84.0,2800.2,20.37
82,1782045228912,21.570,84.0,2800.1,20.37
83,1782045228960,19.188,84.0,2800.8,21.01
84,1782045229011,20.540,84.0,2800.8,21.01
85,1782045229061,20.414,84.0,2800.7,21.40
86,1782045229114,23.631,84.0,2800.5,21.40
87,1782045229164,23.034,84.0,2799.7,21.12
88,1782045229211,20.517,85.0,2800.2,21.12
89,1782045229261,20.560,85.0,2800.2,22.37
90,1782045229314,23.498,85.0,2800.5,22.37
91,1782045229364,22.758,85.0,2800.0,20.54
92,1782045229411,20.525,85.0,2799.9,20.54
93,1782045229463,22.599,82.0,2800.1,21.43
94,1782045229511,19.825,81.0,2800.0,21.43
95,1782045229561,20.657,85.0,2800.0,17.28
96,1782045229612,21.070,85.0,2800.3,17.28
97,1782045229664,23.425,85.0,2799.9,20.61
98,1782045229712,20.999,85.0,2800.1,20.61
99,1782045229764,22.838,85.0,2799.4,21.80
100,1782045229810,19.366,85.0,2799.9,21.80
101,1782045229860,19.179,85.0,2800.0,22.10
102,1782045229910,19.311,84.0,2800.0,22.10
103,1782045229960,19.083,81.0,2800.2,18.62
104,1782045230011,19.794,85.0,2800.1,18.62
105,1782045230059,17.756,85.0,2800.2,17.84
106,1782045230111,19.860,85.0,2799.9,17.84
107,1782045230161,20.138,85.0,2799.9,18.40
108,1782045230210,19.675,85.0,2800.0,18.40
109,1782045230262,21.573,85.0,2550.1,21.23
110,1782045230311,20.548,86.0,2800.9,21.23
111,1782045230361,19.811,84.0,2799.9,19.04
112,1782045230410,19.118,82.0,2800.0,19.04
113,1782045230464,23.056,84.0,2799.7,16.35
114,1782045230509,18.447,84.0,2800.3,16.35
115,1782045230608,66.843,86.0,2800.0,19.96
116,1782045230631,23.116,86.0,2799.9,27.80
117,1782045230666,24.863,85.0,2800.1,27.80
118,1782045230710,19.447,85.0,2550.0,27.80
119,1782045230760,19.225,85.0,2800.2,19.96
120,1782045230812,21.159,85.0,2800.0,19.96
121,1782045230859,18.670,83.0,2550.8,20.13
122,1782045230913,22.402,83.0,2800.4,20.13
123,1782045230959,18.585,85.0,2799.5,16.97
124,1782045231011,20.653,85.0,2800.0,16.97
125,1782045231059,17.897,85.0,2800.1,21.21
126,1782045231109,18.348,85.0,2799.6,21.21
127,1782045231160,19.069,85.0,2800.0,21.40
128,1782045231210,19.159,86.0,2799.8,21.40
129,1782045231261,19.823,85.0,2800.0,18.89
130,1782045231312,20.823,84.0,2800.0,18.89
131,1782045231360,19.669,85.0,2800.0,19.36
132,1782045231411,20.164,85.0,2799.3,19.36
133,1782045231463,22.209,85.0,2800.0,19.46
134,1782045231511,20.481,85.0,2800.0,19.46
135,1782045231563,22.609,85.0,2799.8,23.18
136,1782045231612,21.323,85.0,2800.1,23.18
137,1782045231661,19.924,85.0,2550.0,23.15
138,1782045231711,20.119,81.0,2800.9,23.15
139,1782045231761,19.954,81.0,2299.6,19.60
140,1782045231812,21.695,84.0,2800.0,19.60
141,1782045231863,21.980,84.0,2800.2,17.44
142,1782045231912,21.650,85.0,2800.4,17.44
143,1782045231965,24.370,85.0,2800.6,20.55
144,1782045232016,25.334,85.0,2800.3,20.55
145,1782045232061,20.637,84.0,2800.1,20.89
146,1782045232118,27.047,86.0,2799.9,20.89
147,1782045232166,25.281,85.0,2800.4,22.68
148,1782045232219,27.998,86.0,2800.0,22.68
149,1782045232263,22.488,87.0,2799.9,25.64
150,1782045232325,33.705,88.0,2799.7,25.64
151,1782045232364,22.878,88.0,2800.0,28.16
152,1782045232417,26.699,88.0,2800.0,28.16
153,1782045232467,25.734,88.0,2800.1,27.62
154,1782045232515,24.303,88.0,2799.8,27.62
155,1782045232567,26.032,88.0,2799.4,27.91
156,1782045232616,24.936,88.0,2799.9,27.91
157,1782045232665,24.675,85.0,2799.8,28.56
158,1782045232714,22.969,86.0,2550.0,28.56
159,1782045232789,34.676,89.0,2800.2,27.24
160,1782045232827,36.538,88.0,2800.0,27.24
161,1782045232870,29.107,88.0,2799.9,32.98
162,1782045232929,38.278,88.0,2800.1,32.98
163,1782045232970,29.517,89.0,2800.1,31.67
164,1782045233020,29.336,89.0,2800.2,31.67
165,1782045233067,26.663,89.0,2800.0,32.20
166,1782045233122,31.622,89.0,2800.0,32.20
167,1782045233167,26.623,89.0,2799.4,27.69
168,1782045233220,28.879,89.0,2799.6,27.69
169,1782045233272,31.397,89.0,2799.7,27.99
170,1782045233319,28.303,89.0,2800.1,27.99
171,1782045233368,27.362,89.0,2800.3,28.73
172,1782045233417,26.463,89.0,2799.9,28.73
173,1782045233474,33.377,89.0,2801.1,26.62
174,1782045233520,29.533,89.0,2799.7,26.62
175,1782045233569,28.571,89.0,2800.0,24.32
176,1782045233620,29.289,89.0,2800.0,24.32
177,1782045233669,28.042,88.0,2799.7,26.27
178,1782045233723,32.649,88.0,2799.8,26.27
179,1782045233768,27.325,88.0,2800.0,29.11
180,1782045233816,25.265,88.0,2800.6,29.11
181,1782045233867,25.910,88.0,2800.1,27.09
182,1782045233915,23.945,88.0,2800.0,27.09
183,1782045233980,39.361,86.0,2799.8,25.70
184,1782045234017,26.382,88.0,2800.1,25.70
185,1782045234065,24.020,88.0,2800.0,27.51
186,1782045234115,24.567,88.0,2550.0,27.51
187,1782045234163,22.657,88.0,2800.0,27.06
188,1782045234218,26.951,89.0,2799.8,27.06
189,1782045234271,30.615,88.0,2800.0,30.22
190,1782045234319,27.935,89.0,2800.0,30.22
191,1782045234365,24.103,88.0,2800.2,29.43
192,1782045234414,23.569,88.0,2800.0,29.43
193,1782045234469,27.846,86.0,2800.0,25.82
194,1782045234518,26.893,86.0,2050.0,25.82
195,1782045234565,24.615,86.0,2801.0,21.38
196,1782045234617,26.323,86.0,2800.2,21.38
197,1782045234667,26.468,86.0,2800.1,20.42
198,1782045234715,24.118,82.0,2549.9,20.42
199,1782045234762,21.457,85.0,2050.2,19.56
200,1782045234816,25.508,85.0,2799.5,19.56
201,1782045234866,25.543,86.0,2799.6,17.89
202,1782045234919,28.400,86.0,2801.4,17.89
203,1782045234968,27.050,86.0,2799.4,23.22
204,1782045235018,26.888,86.0,2799.7,23.22
205,1782045235067,25.774,86.0,2800.0,23.56
206,1782045235118,27.624,86.0,2798.9,23.56
207,1782045235163,22.011,85.0,2050.0,18.91
208,1782045235214,23.058,86.0,2799.8,18.91
209,1782045235266,24.784,84.0,2798.5,16.41
210,1782045235316,25.584,85.0,2799.8,16.41
211,1782045235370,29.101,85.0,2550.1,20.06
212,1782045235418,26.863,85.0,2799.7,20.06
213,1782045235464,23.615,86.0,2800.2,21.40
214,1782045235515,23.984,85.0,2800.0,21.40
215,1782045235565,23.757,81.0,2800.1,20.21
216,1782045235615,23.778,85.0,2549.9,20.21
217,1782045235670,28.913,84.0,2050.0,17.65
218,1782045235716,24.848,84.0,2799.9,17.65
219,1782045235765,24.086,84.0,2800.2,19.73
220,1782045235815,24.098,84.0,2800.0,19.73
221,1782045235865,23.819,85.0,2800.0,19.87
222,1782045235914,23.464,85.0,2800.6,19.87
223,1782045235969,28.568,85.0,2798.1,19.74
224,1782045236014,23.269,84.0,2299.9,19.74
225,1782045236070,29.386,84.0,2800.6,17.92
226,1782045236117,25.848,85.0,2799.8,17.92
227,1782045236167,26.232,85.0,2799.1,19.18
228,1782045236217,25.868,85.0,2800.0,19.18
229,1782045236264,23.343,85.0,2550.1,22.64
230,1782045236315,24.185,85.0,2801.1,22.64
231,1782045236368,27.585,85.0,2550.0,19.70
232,1782045236415,24.586,82.0,2800.5,19.70
233,1782045236465,24.327,83.0,2800.0,18.56
234,1782045236515,23.922,85.0,2799.9,18.56
235,1782045236564,22.945,85.0,2550.2,19.34
236,1782045236617,25.860,85.0,2800.7,19.34
237,1782045236667,26.168,85.0,2800.0,19.91
238,1782045236716,24.730,85.0,2799.8,19.91
239,1782045236764,22.731,85.0,2799.9,20.14
240,1782045236817,25.894,83.0,2300.0,20.14
241,1782045236867,25.870,85.0,2799.3,17.34
242,1782045236914,23.322,85.0,2800.1,17.34
243,1782045236967,25.703,85.0,2800.0,19.82
244,1782045237014,22.934,85.0,2799.6,19.82
245,1782045237070,28.900,86.0,2800.3,19.85
246,1782045237118,27.702,85.0,2800.3,19.85
247,1782045237165,24.202,81.0,2550.5,18.50
248,1782045237215,24.594,84.0,2050.0,18.50
249,1782045237266,24.763,83.0,2800.0,16.69
250,1782045237317,26.004,87.0,2800.1,16.69
251,1782045237366,25.328,87.0,2800.2,21.42
252,1782045237414,23.166,87.0,2799.6,21.42
253,1782045237469,27.719,88.0,2800.0,21.23
254,1782045237525,34.264,89.0,2800.0,21.23
255,1782045237572,30.708,89.0,2800.0,22.08
256,1782045237616,25.662,85.0,2799.8,22.08
257,1782045237662,21.451,86.0,2799.9,21.41
258,1782045237713,22.139,81.0,2549.9,21.41
259,1782045237762,21.583,86.0,2800.1,16.95
260,1782045237814,22.992,86.0,2800.0,16.95
261,1782045237865,24.140,88.0,2800.9,19.45
262,1782045237916,24.934,86.0,2799.8,19.45
263,1782045237962,21.634,86.0,2550.0,20.36
264,1782045238012,21.170,86.0,2799.9,20.36
265,1782045238064,23.445,86.0,2800.1,20.01
266,1782045238117,25.747,84.0,2550.0,20.01
267,1782045238165,23.986,86.0,2800.0,16.97
268,1782045238214,22.994,82.0,2799.8,16.97
269,1782045238264,23.202,85.0,2799.9,17.92
270,1782045238315,23.703,86.0,2800.0,17.92
271,1782045238363,21.800,87.0,2800.0,20.52
272,1782045238413,21.865,86.0,2799.7,20.52
273,1782045238463,21.741,87.0,2800.0,20.98
274,1782045238513,22.565,88.0,2800.2,20.98
275,1782045238564,23.224,86.0,2549.9,20.01
276,1782045238612,20.947,86.0,2550.0,20.01
277,1782045238664,22.891,86.0,2800.2,17.51
278,1782045238713,22.338,81.0,2050.0,17.51
279,1782045238766,25.167,85.0,2801.1,16.41
280,1782045238813,21.828,86.0,2800.2,16.41
281,1782045238865,24.237,86.0,2550.0,20.40
282,1782045238911,20.662,86.0,2800.0,20.40
283,1782045238962,21.689,86.0,2549.9,19.20
284,1782045239012,20.757,86.0,2549.9,19.20
285,1782045239064,23.325,86.0,2800.4,19.82
286,1782045239115,24.185,86.0,2802.6,19.82
287,1782045239162,21.589,86.0,2549.8,16.95
288,1782045239212,21.414,86.0,2549.0,16.95
289,1782045239264,22.707,83.0,2800.0,14.98
290,1782045239315,23.842,86.0,2799.6,14.98
291,1782045239365,23.835,88.0,2800.0,22.19
292,1782045239419,27.838,87.0,2800.0,22.19
293,1782045239463,21.819,87.0,2800.0,23.32
294,1782045239515,23.943,87.0,2800.1,23.32
295,1782045239565,24.456,87.0,2800.0,19.10
296,1782045239614,22.939,86.0,2799.9,19.10
297,1782045239662,21.289,88.0,2799.9,18.79
298,1782045239713,22.125,86.0,2799.9,18.79
299,1782045239761,20.243,86.0,2550.2,16.34
300,1782045239816,25.365,86.0,2799.5,16.34
301,1782045239864,22.750,86.0,2800.0,17.72
302,1782045239916,25.089,86.0,2549.8,17.72
303,1782045239963,22.204,86.0,2800.0,18.81
304,1782045240014,22.967,86.0,2800.1,18.81
305,1782045240063,22.303,86.0,2800.0,19.72
306,1782045240114,23.409,86.0,2800.2,19.72
307,1782045240162,21.603,83.0,2799.8,19.38
308,1782045240214,23.468,89.0,2800.0,19.38
309,1782045240261,19.798,84.0,2799.9,19.38
310,1782045240314,23.296,86.0,2800.3,17.69
311,1782045240363,21.726,86.0,2800.0,19.52
312,1782045240413,21.931,86.0,2800.1,19.52
313,1782045240463,22.141,87.0,2800.4,19.58
314,1782045240512,21.210,86.0,2550.1,19.58
315,1782045240565,23.973,86.0,2549.7,19.53
316,1782045240611,20.163,82.0,1800.3,19.53
317,1782045240662,21.326,81.0,2049.9,19.53
318,1782045240715,24.280,85.0,2550.0,15.44
319,1782045240763,22.036,86.0,2550.5,15.44
320,1782045240815,24.071,86.0,2799.5,19.04
321,1782045240862,21.605,86.0,2550.1,19.04
322,1782045240914,23.051,86.0,2800.0,19.55
323,1782045240963,21.759,86.0,2800.1,19.55
324,1782045241012,21.109,86.0,2799.9,18.74
325,1782045241063,22.562,85.0,2550.0,18.74
326,1782045241113,22.366,86.0,2800.1,18.65
327,1782045241163,21.866,84.0,2799.8,18.65
328,1782045241213,22.657,84.0,2800.3,15.89
329,1782045241263,22.612,85.0,2799.4,15.89
330,1782045241314,22.755,85.0,2800.0,17.25
331,1782045241363,22.524,85.0,2800.3,17.25
332,1782045241416,25.061,86.0,2799.9,19.66
333,1782045241464,22.954,86.0,2800.1,19.66
334,1782045241516,24.830,86.0,2798.6,20.64
335,1782045241565,23.782,84.0,2800.0,20.64
336,1782045241612,21.703,86.0,2300.0,18.59
337,1782045241663,22.211,81.0,2550.0,18.59
338,1782045241715,24.634,84.0,2550.1,15.47
339,1782045241764,23.591,86.0,2550.0,15.47
340,1782045241815,24.321,86.0,2799.7,17.84
341,1782045241877,35.854,86.0,2800.4,19.64
342,1782045241913,22.470,86.0,2799.9,19.64
343,1782045241960,18.784,86.0,2799.9,19.64
344,1782045242010,19.345,84.0,2800.0,22.81
345,1782045242059,17.793,84.0,2799.9,22.81
346,1782045242114,23.333,84.0,2799.8,20.30
347,1782045242157,16.494,84.0,2300.1,20.30
348,1782045242208,17.315,83.0,2799.7,20.23
349,1782045242257,16.219,81.0,2300.0,20.23
350,1782045242314,23.062,85.0,2801.2,17.36
351,1782045242360,19.542,85.0,2300.1,17.36
352,1782045242408,17.419,85.0,2800.5,20.71
353,1782045242460,18.789,85.0,2800.0,20.71
354,1782045242509,18.579,85.0,2800.4,20.51
355,1782045242559,18.215,86.0,2800.4,20.51
356,1782045242613,22.263,87.0,2799.7,22.12
357,1782045242661,20.680,86.0,2800.0,22.12
358,1782045242713,19.548,84.0,2800.2,23.98
359,1782045242758,16.813,82.0,2800.0,23.98
360,1782045242810,18.824,83.0,2800.0,18.37
361,1782045242860,19.385,83.0,2799.5,18.37
362,1782045242910,19.554,82.0,2801.5,17.26
363,1782045242960,19.032,84.0,2800.2,17.26
364,1782045243011,20.201,84.0,2800.9,18.51
365,1782045243059,17.779,84.0,2800.1,18.51
366,1782045243113,21.707,84.0,2800.0,20.95
367,1782045243159,18.624,84.0,2800.1,20.95
368,1782045243210,18.814,84.0,2800.1,21.89
369,1782045243258,17.465,84.0,2800.1,21.89
370,1782045243308,17.526,83.0,2801.2,19.91
371,1782045243360,19.328,85.0,2550.5,19.91
372,1782045243411,19.728,84.0,2800.3,17.13
373,1782045243464,22.801,84.0,2800.0,17.13
374,1782045243510,18.990,83.0,2800.0,17.74
375,1782045243559,18.150,84.0,2800.2,17.74
376,1782045243612,20.908,85.0,2799.9,21.74
377,1782045243662,21.381,84.0,2799.3,21.74
378,1782045243710,19.644,84.0,2799.9,23.97
379,1782045243759,18.669,84.0,2800.0,23.97
380,1782045243813,22.040,85.0,2800.1,22.33
381,1782045243863,21.776,83.0,2550.5,22.33
382,1782045243910,19.419,84.0,2550.1,18.97
383,1782045243959,18.384,81.0,2550.1,18.97
384,1782045244012,21.399,83.0,2799.8,15.99
385,1782045244060,19.434,84.0,2799.5,15.99
386,1782045244140,20.893,84.0,2800.0,21.52
387,1782045244163,22.184,86.0,2800.0,21.52
388,1782045244218,26.956,86.0,2800.0,22.47
389,1782045244259,18.280,84.0,2800.4,22.47
390,1782045244322,31.377,86.0,2801.3,20.58
391,1782045244366,25.360,85.0,2549.5,20.58
392,1782045244415,24.262,86.0,2800.7,20.89
393,1782045244464,22.900,82.0,2800.0,20.89
394,1782045244512,21.670,83.0,2800.0,21.40
395,1782045244564,23.344,84.0,2800.4,21.40
396,1782045244613,22.647,86.0,2800.0,23.58
397,1782045244664,23.432,84.0,2799.7,23.58
398,1782045244716,25.422,84.0,2799.6,21.72
399,1782045244763,22.010,84.0,2799.8,21.72
400,1782045244813,21.936,83.0,2799.8,20.62
401,1782045244860,19.047,80.0,2800.4,20.62
402,1782045244912,21.417,83.0,2800.4,18.49
403,1782045244964,23.094,84.0,2799.8,18.49
404,1782045245012,21.694,84.0,2799.9,21.49
405,1782045245063,22.003,86.0,2800.0,21.49
406,1782045245114,23.296,84.0,2800.0,21.63
407,1782045245164,23.376,84.0,2800.0,21.63
408,1782045245214,23.378,84.0,2799.9,21.85
409,1782045245262,20.726,82.0,2800.7,21.85
410,1782045245311,20.591,81.0,2798.9,20.94
411,1782045245364,22.979,82.0,2799.1,20.94
412,1782045245415,24.524,82.0,2800.4,18.20
413,1782045245465,23.704,83.0,2800.2,18.20
414,1782045245512,21.324,83.0,2799.7,19.75
415,1782045245564,23.378,83.0,2799.0,19.75
416,1782045245615,24.616,84.0,2800.1,20.46
417,1782045245664,22.842,84.0,2800.0,20.46
418,1782045245715,24.334,83.0,2799.6,21.21
419,1782045245765,24.661,83.0,2800.4,21.21
420,1782045245818,27.030,82.0,2800.0,20.59
421,1782045245862,20.897,84.0,2550.2,20.59
422,1782045245914,22.999,81.0,2800.2,19.28
423,1782045245967,25.764,82.0,2800.0,19.28
424,1782045246019,28.648,83.0,2800.2,18.24
425,1782045246067,25.842,83.0,2799.4,18.24
426,1782045246113,21.966,84.0,2800.0,22.47
427,1782045246163,21.823,84.0,2799.9,22.47
428,1782045246213,22.585,84.0,2800.4,20.67
429,1782045246264,23.031,84.0,2801.1,20.67
430,1782045246315,23.842,83.0,2800.0,21.17
431,1782045246362,21.667,84.0,2800.0,21.17
432,1782045246413,21.835,83.0,2799.9,20.70
433,1782045246466,25.057,83.0,2800.7,20.70
434,1782045246511,20.389,81.0,2800.0,17.54
435,1782045246562,20.771,83.0,2800.0,17.54
436,1782045246616,25.108,83.0,2550.0,19.22
437,1782045246662,21.461,83.0,2800.6,19.22
438,1782045246714,23.583,83.0,2550.5,20.88
439,1782045246764,22.786,84.0,2799.9,20.88
440,1782045246816,25.298,84.0,2799.5,19.44
441,1782045246863,22.077,84.0,2550.2,19.44
442,1782045246913,22.222,84.0,2549.9,20.21
443,1782045246963,22.688,80.0,2799.6,20.21
444,1782045247013,22.259,81.0,2800.1,16.78
445,1782045247062,21.239,82.0,2799.6,16.78
446,1782045247113,21.926,83.0,2801.0,18.50
447,1782045247164,22.912,84.0,2801.0,18.50
448,1782045247215,24.567,84.0,2800.0,20.05
449,1782045247264,23.010,84.0,2800.5,20.05
450,1782045247313,22.307,84.0,2799.8,20.97
451,1782045247365,24.592,84.0,2550.3,20.97
452,1782045247412,20.949,83.0,2550.0,18.63
453,1782045247463,22.171,83.0,2800.1,18.63
454,1782045247514,22.983,83.0,2800.0,18.68
455,1782045247564,23.532,85.0,2800.3,18.68
456,1782045247616,25.380,85.0,2800.6,22.55
457,1782045247664,22.830,84.0,2799.8,22.55
458,1782045247713,22.363,84.0,2550.2,21.51
459,1782045247766,24.953,84.0,2800.2,21.51
460,1782045247813,22.432,83.0,2549.2,18.06
461,1782045247862,21.193,84.0,2550.3,18.06
462,1782045247911,19.845,84.0,2800.2,17.26
463,1782045247963,22.288,84.0,2800.8,17.26
464,1782045248011,20.631,84.0,2799.9,19.37
465,1782045248062,20.991,83.0,2550.0,19.37
466,1782045248112,21.212,84.0,2800.1,18.69
467,1782045248163,21.943,83.0,2800.4,18.69
468,1782045248213,21.736,82.0,2800.4,18.70
469,1782045248263,21.957,82.0,2799.8,18.70
470,1782045248315,24.082,82.0,2800.1,16.70
471,1782045248364,23.343,83.0,2799.9,16.70
472,1782045248414,22.848,82.0,2799.7,20.06
473,1782045248463,22.127,83.0,2800.4,20.06
474,1782045248514,22.966,82.0,2799.9,19.84
475,1782045248562,21.189,83.0,2299.9,19.84
476,1782045248613,22.286,81.0,2800.0,19.04
477,1782045248663,22.641,81.0,2800.0,19.04
478,1782045248711,19.865,82.0,2799.6,18.74
479,1782045248763,22.515,82.0,2800.3,18.74
480,1782045248815,24.105,83.0,2800.2,19.06
481,1782045248865,23.976,86.0,2800.3,19.06
482,1782045248914,22.763,86.0,2799.9,26.02
483,1782045248965,24.092,84.0,2800.2,26.02
484,1782045249016,24.818,85.0,2800.0,24.01
485,1782045249063,22.223,86.0,2799.9,24.01
486,1782045249115,24.527,87.0,2800.5,27.42
487,1782045249165,24.692,86.0,2799.5,27.42
488,1782045249214,23.288,85.0,2550.5,24.27
489,1782045249264,23.372,86.0,2550.2,24.27
490,1782045249313,21.861,87.0,2800.0,22.68
491,1782045249362,21.312,84.0,2550.7,22.68
492,1782045249416,24.712,84.0,2800.0,22.15
493,1782045249464,23.349,84.0,2799.7,22.15
494,1782045249512,21.534,85.0,2799.3,20.27
495,1782045249562,20.767,83.0,2800.0,20.27
496,1782045249617,25.794,84.0,2800.0,21.92
497,1782045249699,58.249,84.0,2800.9,27.60
498,1782045249723,23.251,85.0,2799.9,27.60
499,1782045249762,20.808,82.0,2800.0,27.60
500,1782045249815,24.411,82.0,2800.7,16.94
501,1782045249862,21.003,84.0,2300.1,16.94
502,1782045249912,21.609,84.0,2799.6,20.12
503,1782045249962,21.297,83.0,2799.7,20.12
504,1782045250018,26.794,84.0,2799.9,20.41
505,1782045250062,21.150,84.0,2800.0,20.41
506,1782045250116,25.687,84.0,2800.7,21.82
507,1782045250163,21.733,84.0,2799.9,21.82
508,1782045250214,23.184,83.0,2799.7,20.85
509,1782045250260,19.669,84.0,2049.8,20.85
510,1782045250312,21.019,83.0,2800.7,16.80
511,1782045250362,21.053,83.0,2800.1,16.80
512,1782045250413,22.366,84.0,2800.3,19.63
513,1782045250463,22.659,84.0,2800.0,19.63
514,1782045250516,24.705,84.0,2800.2,20.30
515,1782045250562,20.793,84.0,2799.9,20.30
516,1782045250612,20.735,84.0,2799.9,20.01
517,1782045250661,20.491,84.0,2550.0,20.01
518,1782045250713,21.798,82.0,2799.7,18.11
519,1782045250761,20.190,83.0,2800.7,18.11
520,1782045250812,21.014,83.0,2799.9,18.49
521,1782045250861,20.377,84.0,2800.1,18.49
522,1782045250910,19.641,83.0,2800.2,20.09
523,1782045250961,19.712,83.0,2800.0,20.09
524,1782045251011,20.568,84.0,2800.4,20.08
525,1782045251063,22.267,84.0,2799.6,20.08
526,1782045251114,22.725,84.0,2550.0,18.84
527,1782045251163,22.358,84.0,2800.1,18.84
528,1782045251213,21.731,84.0,2800.6,18.90
529,1782045251263,22.073,84.0,2800.0,18.90
530,1782045251313,22.570,84.0,2800.1,20.61
531,1782045251361,20.148,84.0,2300.0,20.61
532,1782045251410,19.426,84.0,2800.5,18.98
533,1782045251461,20.358,84.0,2300.0,18.98
534,1782045251511,20.541,81.0,2799.9,17.42
535,1782045251561,20.105,82.0,2550.0,17.42
536,1782045251611,19.856,83.0,2300.0,17.30
537,1782045251663,21.723,83.0,2800.0,17.30
538,1782045251712,20.751,83.0,2800.0,18.82
539,1782045251761,19.962,83.0,2299.5,18.82
540,1782045251813,22.656,83.0,2800.1,18.99
541,1782045251863,21.737,83.0,2799.9,18.99
542,1782045251910,19.445,82.0,2800.1,18.42
543,1782045251962,21.678,81.0,2800.3,18.42
544,1782045252013,21.944,82.0,2799.9,18.38
545,1782045252063,22.465,84.0,2800.0,18.38
546,1782045252114,23.057,84.0,2800.0,20.98
547,1782045252164,22.900,84.0,2800.0,20.98
548,1782045252210,19.264,84.0,2800.7,22.25
549,1782045252262,21.385,83.0,2800.0,22.25
550,1782045252315,24.001,85.0,2800.0,22.15
551,1782045252363,22.193,85.0,2800.0,22.15
552,1782045252415,23.745,84.0,2800.0,25.19
553,1782045252464,23.313,85.0,2800.0,25.19
554,1782045252515,24.166,85.0,2800.0,25.22
555,1782045252562,20.853,86.0,2800.0,25.22
556,1782045252612,21.440,86.0,2800.0,23.92
